Sensor,X,Y,Z
2,2.375,-9.385,-2.681
0,195.4375,69.09375,13.6875
4,63.95351,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.643
0,195.71875,69.140625,13.671875
4,62.416374,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.681
0,195.40625,69.03125,13.765625
4,66.816666,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.681
0,195.96875,69,13.875
4,62.137234,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.385,-2.681
4,65.71583,,
0,195.60938,69.03125,13.65625
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.681
0,195.48438,69.140625,13.671875
4,64.650024,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.643
0,194.98438,69.734375,13.4375
4,66.926636,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.385,-2.528
0,195.48438,69.59375,13.453125
4,64.35489,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.604
0,195.04688,69.75,13.046875
4,65.68459,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.155,-2.719
0,195,70.09375,12.953125
4,63.36779,,
1,-33.915695,18.418444,
3,0,,
2,2.26,-9.423,-2.566
0,194.57813,69.921875,13.171875
4,68.94208,,
1,-33.915695,18.418444,
3,0,,
2,2.298,-9.423,-2.566
0,194.76563,70.140625,13.25
4,62.699474,,
1,-33.915695,18.418444,
3,0,,
2,2.298,-9.423,-2.528
0,194.65625,70.40625,13.140625
4,67.09082,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-2.49
0,195.10938,69.84375,13.34375
4,63.724766,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-2.604
0,194.98438,69.703125,13.375
4,67.371735,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.423,-2.566
0,195.10938,70.046875,13.34375
4,64.45017,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.423,-2.566
0,194.96875,70.140625,13.3125
4,62.900604,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-2.528
0,195.04688,70.03125,13.390625
4,65.60786,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.423,-2.528
0,194.8125,70.3125,13.140625
4,65.05317,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-2.49
0,195.1875,70.03125,13.4375
4,62.31589,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.423,-2.49
0,195.53125,69.890625,13.5625
4,63.75342,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.423,-2.528
0,195,70.03125,13.46875
4,63.98334,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.423,-2.49
0,195.125,70.109375,13.46875
4,62.355145,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-2.49
0,195.32813,70.0625,13.546875
4,64.46475,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.462,-2.49
0,195.17188,70,13.546875
4,65.59155,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-2.528
0,195.14063,70.171875,13.46875
4,64.97516,,
1,-33.915695,18.418444,
3,0,,
2,2.336,-9.462,-2.49
0,194.67188,71.390625,13.796875
4,65.9976,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.308,-2.03
0,203.1875,63.703125,20.203125
4,68.421364,,
1,-33.915695,18.418444,
3,0,,
2,4.443,-8.964,-3.562
0,222,35.359375,30.015625
4,64.65826,,
1,-33.915695,18.418444,
3,0,,
2,4.98,-6.359,-6.55
0,204.70313,59.515625,21.421875
4,65.09547,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-10.266,-3.064
0,192.59375,65.765625,10.8125
4,65.593025,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.308,-3.83
0,191.65625,66.484375,9.703125
4,65.97923,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.308,-3.409
0,191.46875,68.203125,9.71875
4,65.8236,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.347,-3.217
0,191.48438,69.046875,9.828125
4,63.996002,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-9.385,-2.834
0,191.17188,68.84375,9.515625
4,63.18309,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.385,-3.179
0,191.20313,69.265625,9.46875
4,63.49871,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.385,-3.141
0,191.17188,69.296875,9.546875
4,64.75701,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.385,-3.064
0,191.26563,69.765625,9.359375
4,67.94634,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.423,-3.102
0,191.29688,69.609375,9.59375
4,66.49778,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.423,-3.064
0,191.21875,69.703125,9.640625
4,63.77721,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.423,-3.026
0,191.70313,69.390625,9.6875
4,65.08639,,
1,-33.915695,18.418444,
3,0,,
2,2.068,-9.04,-3.294
0,194.03125,65.03125,11.578125
4,66.340836,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.423,-3.294
0,191.76563,67.28125,9.828125
4,66.06151,,
1,-33.915695,18.418444,
3,0,,
2,1.877,-9.232,-3.332
0,192.71875,66.234375,10.546875
4,66.26776,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.194,-3.984
0,191.6875,62.71875,9.3125
4,66.095375,,
1,-33.915695,18.418444,
3,0,,
2,0.612,-9.04,-3.945
0,185.57813,65.984375,3.53125
4,65.15863,,
1,-33.915695,18.418444,
3,0,,
2,0.957,-9.155,-4.367
0,187.67188,65,5.375
4,62.863373,,
1,-33.915695,18.418444,
3,0,,
2,1.034,-9.079,-4.213
0,188.39063,64.546875,5.96875
4,66.222946,,
1,-33.915695,18.418444,
3,0,,
2,1.034,-9.079,-4.175
0,188.64063,65.203125,6.203125
4,65.3216,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.155,-4.06
0,188.98438,65.734375,6.84375
4,65.90509,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.347,-3.83
0,189.15625,66.859375,7.046875
4,65.97202,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.27,-3.792
0,188.90625,66.171875,6.703125
4,63.90218,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.27,-3.869
0,189.51563,65.84375,6.921875
4,63.5468,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.232,-3.869
0,188.75,67.03125,6.5
4,62.724403,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.308,-3.715
0,188.6875,67.390625,6.671875
4,63.536854,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.308,-3.677
0,189.03125,67.390625,6.78125
4,67.19908,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.308,-3.677
0,188.51563,67.6875,6.328125
4,64.38101,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.347,-3.677
0,187.89063,68.78125,5.796875
4,63.27723,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-9.385,-3.409
0,187.375,70,5.453125
4,65.76153,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-9.423,-3.294
0,187.59375,69.890625,5.625
4,65.770355,,
1,-33.915695,18.418444,
3,0,,
2,0.996,-9.423,-3.294
0,187.96875,69.359375,6.046875
4,67.77683,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.385,-3.409
0,188.4375,69.09375,6.265625
4,67.29284,,
1,-33.915695,18.418444,
3,0,,
2,1.11,-9.423,-3.447
0,189.125,68.296875,6.921875
4,64.16433,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.347,-3.524
0,189.07813,68.671875,6.765625
4,65.85559,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.462,-3.447
0,188.07813,69.5,6.109375
4,64.06529,,
1,-33.915695,18.418444,
3,0,,
2,1.072,-9.462,-3.256
0,188.15625,71.9375,6.40625
4,68.74356,,
1,-33.915695,18.418444,
3,0,,
2,1.149,-9.538,-2.834
0,188.82813,71.96875,7.234375
4,65.13709,,
1,-33.915695,18.418444,
3,0,,
2,1.264,-9.538,-2.834
0,189.3125,71.53125,7.59375
4,66.02321,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.5,-2.911
0,191,68.796875,8.671875
4,65.02764,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.194,-3.562
0,191.1875,66.125,9.09375
4,65.44331,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.117,-3.562
0,190,69.34375,7.703125
4,64.17504,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.423,-3.217
0,189.92188,69.453125,7.828125
4,64.90597,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.462,-3.256
0,190.0625,69.453125,7.875
4,67.043564,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.462,-3.141
0,189.85938,71.609375,7.546875
4,64.68859,,
1,-33.915695,18.418444,
3,0,,
2,1.302,-9.538,-2.834
0,189.625,71.953125,7.71875
4,65.912025,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.577,-2.796
0,189.92188,71.671875,7.953125
4,65.339066,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.538,-2.834
0,189.51563,72.046875,7.828125
4,63.583225,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.577,-2.758
0,190.03125,71.65625,7.984375
4,65.79632,,
1,-33.915695,18.418444,
3,0,,
2,1.455,-9.462,-2.834
0,189.76563,68.890625,7.65625
4,65.21834,,
1,-33.915695,18.418444,
3,0,,
2,1.302,-9.423,-3.524
0,190.95313,63.234375,8.25
4,70.9496,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-8.887,-4.443
0,192.34375,61.15625,9.515625
4,64.92442,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-8.925,-4.673
0,192.09375,61.375,9.25
4,64.16568,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-8.925,-4.558
0,192.125,61.46875,9.078125
4,69.98403,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-8.964,-4.558
0,191.90625,62.171875,8.828125
4,67.26834,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.002,-4.482
0,191.6875,62.25,8.875
4,66.19803,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-8.772,-4.597
0,191.89063,62.1875,9.09375
4,70.0042,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-8.964,-4.52
0,191.8125,61.578125,9.140625
4,67.559906,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.002,-4.482
0,191.71875,62.140625,8.921875
4,66.0022,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.002,-4.443
0,191.5,62.421875,8.828125
4,66.15319,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.002,-4.405
0,191.4375,62.703125,8.671875
4,63.895752,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-9.002,-4.367
0,191.15625,63.109375,8.484375
4,66.381256,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.04,-4.328
0,191.125,63.328125,8.421875
4,67.366615,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.04,-4.29
0,191.3125,63.328125,8.59375
4,66.312416,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-8.964,-4.328
0,191.4375,62.84375,8.609375
4,66.31296,,
1,-33.915695,18.418444,
3,0,,
2,1.455,-9.002,-4.328
0,191.07813,63.25,7.96875
4,68.44113,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.04,-4.29
0,190.95313,63.171875,7.984375
4,68.93658,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.04,-4.328
0,190.57813,63.390625,8.046875
4,64.90683,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.04,-4.29
0,190.4375,63.53125,8.046875
4,68.008896,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.079,-4.328
0,190.17188,64.234375,7.796875
4,69.00031,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.117,-4.137
0,190.64063,63.59375,8.109375
4,67.49302,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-8.964,-4.405
0,190.92188,61.9375,8.34375
4,66.38074,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-8.849,-4.597
0,191.67188,60.5625,8.953125
4,65.9721,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-8.849,-4.75
0,191.46875,61.125,8.609375
4,65.46133,,
1,-33.915695,18.418444,
3,0,,
2,1.532,-8.925,-4.635
0,191.51563,61.65625,8.453125
4,66.76622,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-8.925,-4.558
0,191.4375,61.71875,8.625
4,65.82546,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.002,-4.558
0,191.04688,62.375,8.453125
4,71.38796,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.002,-4.443
0,191.5,62.515625,8.515625
4,66.95976,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-8.925,-4.558
0,191.64063,61.90625,8.6875
4,68.0011,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.002,-4.482
0,191.01563,63.109375,8.046875
4,66.33861,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.04,-4.367
0,191.17188,62.984375,8.34375
4,68.93749,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.002,-4.367
0,191.45313,62.859375,8.4375
4,69.09698,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.079,-4.328
0,190.78125,63.359375,8.25
4,68.845055,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-8.964,-4.137
0,190.64063,66.96875,8.015625
4,68.56149,,
1,-33.915695,18.418444,
3,0,,
2,1.455,-9.27,-3.371
0,189.375,69.640625,6.78125
4,70.07631,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.308,-3.217
0,189.20313,70.40625,6.734375
4,70.5132,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.5,-3.141
0,188.89063,70.859375,6.84375
4,70.59995,,
1,-33.915695,18.418444,
3,0,,
2,1.187,-9.577,-3.026
0,189.65625,71.265625,7.484375
4,66.49472,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.5,-2.949
0,189.85938,71.203125,7.671875
4,65.18517,,
1,-33.915695,18.418444,
3,0,,
2,1.34,-9.462,-2.949
0,189.9375,71.21875,7.890625
4,70.98524,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.5,-2.949
0,189.79688,71.375,7.78125
4,65.77532,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.538,-2.911
0,190.1875,71.15625,8
4,67.77318,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.5,-2.873
0,190.25,70.671875,8.15625
4,68.73088,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.462,-2.988
0,190.64063,71.046875,8.28125
4,67.84783,,
1,-33.915695,18.418444,
3,0,,
2,1.417,-9.462,-3.026
0,190.39063,72.046875,8.671875
4,66.201935,,
1,-33.915695,18.418444,
3,0,,
2,1.494,-9.577,-2.719
0,190.65625,72.140625,8.828125
4,66.51835,,
1,-33.915695,18.418444,
3,0,,
2,1.57,-9.577,-2.681
0,191.40625,70.90625,9.484375
4,63.74769,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.347,-3.026
0,192.26563,69.234375,10.09375
4,67.083824,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.423,-3.102
0,192.10938,69.71875,9.875
4,65.7268,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-2.988
0,192.04688,69.71875,9.875
4,65.099174,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.026
0,192.23438,69.5,10.015625
4,64.604866,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.064
0,192.35938,69.4375,10.078125
4,65.24272,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.423,-3.064
0,192.46875,69.46875,10.078125
4,65.09391,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.5,-3.102
0,192.40625,69.015625,10.078125
4,67.66946,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.385,-3.141
0,192.45313,68.953125,10.078125
4,73.05166,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.385,-3.141
0,192.5,69.015625,10.0625
4,64.135506,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.385,-3.141
0,192.3125,69.046875,10.09375
4,63.198444,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.385,-3.217
0,192.26563,69.171875,10.0625
4,62.818592,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.385,-3.102
0,192.20313,69.25,9.921875
4,64.144646,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.141
0,192.23438,69.28125,9.828125
4,62.889168,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.141
0,192.09375,69.265625,9.8125
4,66.77288,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.423,-3.102
0,192.20313,69.25,9.96875
4,68.73708,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.102
0,191.85938,69.40625,9.84375
4,64.94524,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.102
0,191.9375,69.390625,9.890625
4,63.487244,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.141
0,192.01563,69.375,9.96875
4,65.44259,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.385,-3.141
0,192.17188,69.328125,9.96875
4,64.643,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.423,-3.064
0,191.85938,69.453125,9.84375
4,68.610825,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.102
0,192.14063,69.3125,9.96875
4,63.4437,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.102
0,192.25,69.359375,9.90625
4,68.09297,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.423,-3.102
0,192.375,69.140625,10
4,65.06677,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.423,-3.179
0,192.20313,67.875,10.046875
4,72.3967,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.308,-3.447
0,191.89063,66.984375,9.671875
4,68.02851,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.27,-3.562
0,191.625,67.40625,9.453125
4,69.447014,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.385,-3.447
0,191.54688,67.859375,9.40625
4,69.835075,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.423,-3.371
0,191.84375,68.390625,9.375
4,63.859615,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.385,-3.332
0,191.57813,68.65625,9.21875
4,68.59261,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-9.423,-3.294
0,191.45313,68.859375,9.34375
4,67.71077,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.385,-3.256
0,191.45313,68.953125,9.34375
4,63.781754,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.423,-3.217
0,191.67188,69.015625,9.359375
4,64.0077,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.423,-3.217
0,191.65625,69.53125,9.296875
4,63.279045,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-9.423,-3.064
0,190.0625,72.03125,8.046875
4,68.21109,,
1,-33.915695,18.418444,
3,0,,
2,1.379,-9.538,-2.719
0,189,73.640625,7.125
4,65.11307,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.615,-2.49
0,188.64063,74.296875,6.921875
4,61.82156,,
1,-33.915695,18.418444,
3,0,,
2,1.225,-9.653,-2.413
0,188.96875,73.671875,7.296875
4,63.79309,,
1,-33.915695,18.418444,
3,0,,
2,1.302,-9.615,-2.566
0,191.625,70.171875,9.265625
4,64.68075,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.308,-3.217
0,192.28125,68.09375,10.125
4,67.541534,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.347,-3.294
0,192.42188,68.046875,10.234375
4,65.258,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.347,-3.332
0,192.20313,68.203125,10.125
4,64.12472,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.347,-3.294
0,192.59375,68.078125,10.171875
4,64.16226,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.27,-3.447
0,192.5,67.671875,10.015625
4,63.760765,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.079,-3.256
0,192.5625,67.625,9.890625
4,64.88914,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.308,-3.409
0,192.125,67.984375,9.953125
4,63.073845,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.308,-3.371
0,192.42188,67.78125,10.140625
4,66.558495,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.308,-3.447
0,192.23438,68.28125,9.84375
4,63.90663,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.347,-3.332
0,191.9375,68.78125,9.703125
4,65.28203,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.385,-3.179
0,192.73438,67.546875,10.234375
4,67.82544,,
1,-33.915695,18.418444,
3,0,,
2,1.8,-9.308,-3.447
0,192.20313,68.03125,10
4,66.674095,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.423,-3.256
0,191.89063,68.953125,9.8125
4,66.26072,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.385,-3.026
0,193,68,10.46875
4,67.98255,,
1,-33.915695,18.418444,
3,0,,
2,1.838,-9.308,-3.332
0,191.90625,68.046875,9.640625
4,64.652176,,
1,-33.915695,18.418444,
3,0,,
2,1.723,-9.308,-3.409
0,192.60938,66.203125,10.140625
4,64.478714,,
1,-33.915695,18.418444,
3,0,,
2,1.685,-9.194,-3.639
0,193.6875,64.8125,11
4,65.62688,,
1,-33.915695,18.418444,
3,0,,
2,1.992,-9.079,-3.715
0,194.20313,65.734375,11.671875
4,67.449486,,
1,-33.915695,18.418444,
3,0,,
2,2.221,-9.155,-3.447
0,194.46875,64.390625,11.875
4,67.932785,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.117,-3.984
0,194.60938,63.921875,11.8125
4,63.109196,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.117,-3.869
0,194.48438,63.765625,11.78125
4,68.08076,,
1,-33.915695,18.418444,
3,0,,
2,2.068,-9.079,-4.06
0,194.20313,64.171875,11.4375
4,65.164925,,
1,-33.915695,18.418444,
3,0,,
2,2.03,-9.117,-3.907
0,194.46875,64.125,11.578125
4,69.86474,,
1,-33.915695,18.418444,
3,0,,
2,1.992,-9.194,-3.83
0,192.89063,66.6875,10.40625
4,65.27333,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.653,-3.141
0,192.125,72.609375,9.84375
4,65.972595,,
1,-33.915695,18.418444,
3,0,,
2,1.647,-9.653,-2.336
0,196.51563,71.96875,14.71875
4,67.07809,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.423,-0.957
0,198.03125,71.21875,16.90625
4,66.75946,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.347,-1.532
0,199.875,70.078125,18.84375
4,66.52386,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.423,-1.302
0,199.90625,69.921875,18.890625
4,64.568184,,
1,-33.915695,18.418444,
3,0,,
2,3.256,-9.347,-1.072
0,199.9375,70.140625,18.71875
4,63.383648,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.385,-1.11
0,199.73438,70.296875,18.609375
4,64.12386,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.423,-1.11
0,199.42188,70.5,18.453125
4,64.47515,,
1,-33.915695,18.418444,
3,0,,
2,3.102,-9.462,-1.072
0,199.89063,70.140625,18.78125
4,61.045193,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.423,-1.11
0,199.96875,70.203125,18.78125
4,60.347195,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.462,-1.11
0,200.28125,69.890625,18.984375
4,60.88609,,
1,-33.915695,18.418444,
3,0,,
2,3.256,-9.385,-1.11
0,200.15625,70.125,18.796875
4,62.92485,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.347,-1.11
0,199.39063,70.703125,18.390625
4,66.16051,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.462,-1.034
0,199.67188,70.34375,18.65625
4,62.1801,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.385,-0.996
0,199.6875,70.3125,18.703125
4,64.70084,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.385,-0.919
0,200.03125,70.421875,18.828125
4,64.420235,,
1,-33.915695,18.418444,
3,0,,
2,3.256,-9.423,-0.919
0,200.51563,69.828125,19.328125
4,65.14311,,
1,-33.915695,18.418444,
3,0,,
2,3.332,-9.385,-0.919
0,200.59375,69.75,19.328125
4,61.939335,,
1,-33.915695,18.418444,
3,0,,
2,3.332,-9.385,-0.842
0,200.34375,69.96875,19.21875
4,62.07849,,
1,-33.915695,18.418444,
3,0,,
2,3.294,-9.385,-1.034
0,200.53125,69.953125,19.21875
4,62.993034,,
1,-33.915695,18.418444,
3,0,,
2,3.294,-9.462,-1.072
0,200.07813,70.21875,18.8125
4,66.39457,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.462,-0.842
0,199.375,70.890625,18.296875
4,63.215565,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.462,-0.881
0,198.98438,71.171875,17.90625
4,63.90936,,
1,-33.915695,18.418444,
3,0,,
2,3.102,-9.347,-0.996
0,198.29688,71.625,17.515625
4,64.81873,,
1,-33.915695,18.418444,
3,0,,
2,3.026,-9.462,-0.881
0,199.46875,70.484375,18.515625
4,64.01638,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.423,-1.072
0,199.60938,70.46875,18.59375
4,64.316246,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.423,-0.574
0,199.60938,70.75,18.46875
4,63.808556,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.423,-0.919
0,199.5,70.6875,18.578125
4,62.83884,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.423,-0.919
0,199.82813,70.46875,18.75
4,62.199883,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.423,-0.651
0,199.57813,70.28125,18.4375
4,65.53925,,
1,-33.915695,18.418444,
3,0,,
2,3.217,-9.385,-1.302
0,199.95313,68.6875,18.46875
4,64.67592,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.117,-1.532
0,201.54688,68.90625,19.96875
4,66.223526,,
1,-33.915695,18.418444,
3,0,,
2,3.447,-9.347,-1.072
0,200.89063,69.03125,19.90625
4,64.4392,,
1,-33.915695,18.418444,
3,0,,
2,3.332,-9.385,-1.187
0,200.64063,69.515625,19.515625
4,62.900433,,
1,-33.915695,18.418444,
3,0,,
2,3.332,-9.423,-1.11
0,200.75,69.484375,19.546875
4,63.89718,,
1,-33.915695,18.418444,
3,0,,
2,3.371,-9.385,-1.11
0,200.70313,69.46875,19.59375
4,64.50697,,
1,-33.915695,18.418444,
3,0,,
2,3.371,-9.385,-1.11
0,200.75,69.640625,19.4375
4,63.870266,,
1,-33.915695,18.418444,
3,0,,
2,3.332,-9.385,-1.034
0,200.71875,69.59375,19.515625
4,65.00935,,
1,-33.915695,18.418444,
3,0,,
2,3.294,-9.385,-1.034
0,200.76563,69.5625,19.546875
4,62.865135,,
1,-33.915695,18.418444,
3,0,,
2,3.371,-9.385,-1.072
